57345, 1635.51, 18.341, 62.6069, 0.20775, 0.039, 0.043
58369, 268.076, 22.052, 62.6255, 0.195517, 0.04, 0.034
59393, 292.745, 14.425, 63.897, 0.200511, 0.032, 0.038
60417, 306.426, 15.492, 64.1762, 0.197891, 0.039, 0.042
61441, 291.1, 16.976, 65.5894, 0.198632, 0.033, 0.038
62465, 320.185, 14.65, 65.9903, 0.195345, 0.037, 0.041
63489, 360.854, 15.508, 66.1733, 0.196064, 0.034, 0.034
64513, 286.999, 16.778, 67.0578, 0.200728, 0.047, 0.042
65537, 264.346, 16.447, 68.1767, 0.198354, 0.038, 0.04
66561, 269.584, 16.808, 69.1031, 0.195813, 0.042, 0.044
67585, 322.799, 46.99, 70.2436, 0.196721, 0.039, 0.039
68609, 360.515, 14.198, 71.4213, 0.195588, 0.042, 0.041
69633, 290.294, 14.689, 72.587, 0.19625, 0.037, 0.046
70657, 395.905, 25.614, 76.0488, 0.20427, 0.04, 0.041
71681, 1581.26, 19.669, 77.0657, 0.213813, 0.04, 0.055
72705, 287.335, 14.434, 75.8641, 0.189719, 0.042, 0.052
73729, 305.506, 17.012, 76.9766, 0.207231, 0.038, 0.05
74753, 294.619, 14.849, 78.0213, 0.200145, 0.042, 0.033
75777, 2838.03, 55.689, 81.3223, 0.209099, 0.04, 0.041
76801, 2157.25, 19.129, 83.0421, 0.218106, 0.043, 0.039
77825, 475.672, 14.63, 82.9664, 0.212869, 0.038, 0.041
78849, 2911.51, 21.802, 84.1784, 0.222449, 0.047, 0.044
79873, 363.929, 14.951, 83.4577, 0.207408, 0.031, 0.06
80897, 332.455, 17.012, 84.6336, 0.206133, 0.041, 0.055
81921, 2464.46, 16.956, 87.3649, 0.216503, 0.034, 0.042
82945, 356.297, 16.771, 87.2195, 0.206687, 0.034, 0.037
83969, 474.043, 14.966, 87.6328, 0.210673, 0.035, 0.043
84993, 2903.72, 16.37, 90.4456, 0.217737, 0.04, 0.04
86017, 368.997, 19.833, 89.635, 0.204173, 0.039, 0.036
87041, 352.726, 14.694, 90.7397, 0.204554, 0.04, 0.043
88065, 428.274, 19.707, 91.7818, 0.21216, 0.034, 0.042
89089, 388.592, 57.093, 92.8844, 0.216489, 0.04, 0.059
90113, 382.442, 20.768, 93.8846, 0.208115, 0.039, 0.041
91137, 348.08, 45.279, 95.0163, 0.206762, 0.033, 0.027
92161, 363.82, 238.612, 95.9948, 0.205403, 0.037, 0.028
93185, 352.453, 214.76, 97.1276, 0.20867, 0.038, 0.034
94209, 339.718, 15.222, 98.235, 0.209514, 0.038, 0.047
95233, 363.268, 17.239, 99.2133, 0.215135, 0.032, 0.043
96257, 369.046, 14.413, 100.238, 0.211916, 0.041, 0.037
97281, 376.016, 16.745, 101.279, 0.212125, 0.041, 0.056
98305, 373.489, 19.019, 102.405, 0.217828, 0.039, 0.044
99329, 362.882, 15.833, 103.484, 0.209835, 0.041, 0.042
100353, 390.688, 14.205, 104.516, 0.207307, 0.041, 0.042
101377, 377.314, 14.448, 105.593, 0.209928, 0.039, 0.044
102401, 417.305, 17.09, 106.641, 0.210977, 0.04, 0.041
103425, 437.826, 54.045, 107.701, 0.207527, 0.042, 0.052
104449, 372.238, 16.575, 109.167, 0.215556, 0.037, 0.024
105473, 3323.34, 55.865, 113.735, 0.23094, 0.034, 0.051
106497, 949.565, 85.237, 112.106, 0.22996, 0.046, 0.053
107521, 458.328, 33.012, 112.472, 0.217247, 0.041, 0.042
108545, 442.515, 34.91, 114.912, 0.222332, 0.041, 0.046
109569, 439.492, 14.689, 114.386, 0.209487, 0.039, 0.045
110593, 2649.35, 85.088, 116.861, 0.222575, 0.033, 0.035
111617, 428.456, 20.76, 116.662, 0.215931, 0.041, 0.038
112641, 421.832, 21.501, 119.982, 0.224004, 0.038, 0.049
113665, 416.093, 34.186, 119.462, 0.216499, 0.04, 0.041
114689, 423.087, 17.025, 119.568, 0.222307, 0.04, 0.047
115713, 411.116, 23.905, 121.568, 0.219482, 0.04, 0.043
116737, 416.817, 19.141, 121.823, 0.215672, 0.041, 0.032
117761, 423.865, 14.375, 122.851, 0.219416, 0.04, 0.055
118785, 445.631, 18.548, 123.888, 0.223764, 0.039, 0.051
119809, 421.765, 16.668, 124.924, 0.216786, 0.04, 0.041
120833, 449.257, 16.578, 125.944, 0.219566, 0.038, 0.045
121857, 438.595, 22.644, 127.091, 0.22687, 0.042, 0.047
122881, 468.899, 16.719, 127.995, 0.225354, 0.04, 0.049
123905, 443.552, 15.536, 129.081, 0.212716, 0.039, 0.044
124929, 561.383, 15.138, 130.241, 0.225201, 0.04, 0.044
125953, 436.391, 14.412, 131.235, 0.22364, 0.037, 0.048
126977, 448.044, 16.568, 132.314, 0.227399, 0.039, 0.05
128001, 483.235, 15.386, 133.432, 0.222857, 0.038, 0.045
129025, 456.275, 15.158, 134.389, 0.22551, 0.04, 0.049
130049, 451.582, 16.636, 135.586, 0.229333, 0.039, 0.049
131073, 3991.84, 28.125, 138.316, 0.237454, 0.039, 0.048
132097, 562.17, 16.707, 137.684, 0.235197, 0.035, 0.049
133121, 719.64, 16.725, 139.199, 0.230256, 0.032, 0.046
134145, 696.354, 19.178, 142.4, 0.244452, 0.052, 0.047
135169, 544.877, 16.703, 141.794, 0.233121, 0.04, 0.027
136193, 514.302, 17.432, 142.104, 0.235194, 0.041, 0.052
137217, 530.929, 14.783, 143.683, 0.229517, 0.04, 0.043
138241, 622.97, 15.419, 144.719, 0.231179, 0.04, 0.027
